Hydrocollator Heating Unit- Mobile M-2 - 12 Packs,* Comes with 12 standard size HotPacs * 33.5  H x 26.5  L x 15.6  W  * HCPCS Suggested Code: 0239 * High-quality stainless steel * Thermostatically controlled temperature * 3  (8 cm) swivel-type rubber casters for silent  friction-free movement of mobile units * Easy maintenence and simple to fill and drain. No plumbing required * UL listed and cUL listed (120 Volt),CHAT2402,1676,3047.27,Hot & Cold Therapy,Heating Units,0,0,CHAT2402.jpg,1188,0,0,0,,,,,,,,,,
Hydrocollator Heating Unit Mobile M-2 - 9 Assorted Packs,Model M-2 * 15.5 W x 23.5 L x 31 H * Accommodates any size Steam Packs * Comes with (3) Standard size Hydrocollator Steam Packs  (3) Oversize Hydrocollator Steam Packs  (3) Cervical size Hydrocollator Steam Packs * Durable and easy to maintain - stainless steel * Non-Digital * Assures a constant temperature * Fully warranted * U.L. listed  CSA certified  no plumbing needed * Weight: 48 lbs. Dimensions: 27 L x 16 W x 33  H * 110-120V,CHAT2402-2,1676,3047.27,Hot & Cold Therapy,Heating Units,0,0,chat2402-2.jpg,1188,0,0,0,,,,,,,,,,
Hydrocollator Heating Unit- Mobile- M-4 - 24 Packs,* Comes with 24 standard size HotPacs * 33  H x 34.88  L x 20  W * HCPCS Suggested Code: 0239 * High-quality stainless steel * Thermostatically controlled temperature * 3  (8 cm) swivel-type rubber casters for silent  friction-free movement of mobile units * Easy maintenence and simple to fill and drain. No plumbing required * UL listed and cUL listed (120 Volt),CHAT2502,2726.24,4956.81,Hot & Cold Therapy,Heating Units,0,0,CHAT2502.jpg,1188,0,0,0,,,,,,,,,,
M-4 Mobile Heating Unit w/8 Oversize & 8 Cervical Pks,M-4 Mobile Heating Unit with 8 Oversize & 8 Cervical HotPacs * 110~120 V 50/60 Hz * High-quality stainless steel * Thermostatically controlled temperature * 3  (8 cm) swivel-type rubber casters for silent  friction-free movement * Easy maintenance * Simple to fill and drain * No plumbing required * Uses 110 current  12.5 amp *  One-year warranty * Full fiberglass insulation on mobile units to ensure minimum energy use and prevent heat loss * Requires just 20  by 32  floor space * Extra large tank,CHAT2502-2,2726.24,4956.81,Hot & Cold Therapy,Heating Units,160,0,CHAT2502-2.jpg,1188,0,0,0,,,,,,,,,,
Operator Remote Channel 3 & 4,Operator Remote Channels 3 & 4 * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27079,99.74,181.35,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat27079.jpg,1188,9,7,5,,,,,,,,,,
PCB Control Mobile Ultrasound,,CHAT27268,175.39,318.88,Electrotherapy,Ultrasound Units & Accessories,0,0,,1188,0,0,0,,,,,,,,,,
PCB Ultrasound Transportable Generator,,CHAT27269,190.5,346.36,Electrotherapy,Ultrasound Units & Accessories,0,0,,1188,0,0,0,,,,,,,,,,
Electrotherapy Leadwire Channel 1,For use with Vectra© Genisys  Intelect© Legend XT and Intelect© Transport * Newly designed with a rip stop feature and color-coding on the connectors to easily distinguish between channels * Electrotherapy Leadwire Channel 1*  Standard Accessory for the following items CHAT2738K  CHAT2783  CHAT2795K,CHAT27312,24.11,43.84,Electrotherapy,Electrodes & Accessories,0,2,,1188,9,7,5,,,,,,,,,,
Electrotherapy Leadwire Channel 2,For use with Vectra© Genisys  Intelect© Legend XT and Intelect© Transport * Newly designed with a rip stop feature and color-coding on the connectors to easily distinguish between channels * Electrotherapy Leadwire Channel 2*  Standard Accesory for the following items CHAT2738K  CHAT2783  CHAT2795K,CHAT27313,24.11,43.84,Electrotherapy,Electrodes & Accessories,0,1,,1188,0,0,0,,,,,,,,,,
Electrotherapy Leadwire Channel 3,For use with Vectra© Genisys  Intelect© Legend XT and Intelect© Transport * Newly designed with a rip stop feature and color-coding on the connectors to easily distinguish between channels * Electrotherapy Leadwire Channel 3*  Standard Accessory for the following items CHAT2738K  CHAT2783  CHAT2795K,CHAT27314,24.11,43.84,Electrotherapy,Electrodes & Accessories,0,0,chat27314.jpg,1188,0,0,0,,,,,,,,,,
Electrotherapy Leadwire Channel 4,For use with Vectra© Genisys  Intelect© Legend XT and Intelect© Transport * Newly designed with a rip stop feature and color-coding on the connectors to easily distinguish between channels * Electrotherapy Leadwire Channel 4*  Standard Accessory for the following items CHAT2738K  CHAT2783  CHAT2795K,CHAT27315,24.11,43.84,Electrotherapy,Electrodes & Accessories,0,1,chat27315.jpg,1188,0,0,0,,,,,,,,,,
Vectra Genisys - 5 CM Sound Head Applicator,5 cm2 Sound Head Applicator,CHAT27335,348.24,633.17,Electrotherapy,Ultrasound Units & Accessories,0,0,CHAT27335.jpg,1188,0,0,0,CHAT27335.jpg,,,,,,,,,
Vectra¾ Genisys - 10 cmÖ Sound Head,Vectra Genisys© Ultrasound Applicator * 10 cm2 Sound Head,CHAT27336,348.24,633.17,Electrotherapy,Ultrasound Units & Accessories,0,0,Chat27336.jpg,1188,0,0,0,,,,,,,,,,
Intelect Transport Combo,Fully functional 1 and 3.3 MHz frequencies * 2 channels of electrical stimulation output * Ten user-defined memory positions for User Protocols * 4 standard waveforms on board: Interferential  Premodulated  High Volt  and Russian * Pulsed and continous therapy operation (10%  20%  50% and 100%) * Independent intensity and parameter controls for each channel * Ergonomically designed Sound Head Applicators in a variety of sizes (1 cm2   2 cm2  5 cm2 and 10 cm2) * All Sound Head Applicators are interchangeable with Electronic SignatureTM residing on all transducers * Watertight sound heads for use in underwater therapy * Head-warming feature on all Sound Head Applicators * Unit uniquely designed for tabletop  wall mount  therapy cart or mobile use * 110V or battery powered option * Optional Therapy Cart intergrates with the unit to maximize storage of clinical supplies * Two-year warranty *,CHAT2738,2926.63,5321.14,Electrotherapy,Comb. Ultrasound & Muscle Stim,5,0,CHAT2738.jpg,1188,9,7,5,CHAT2738.jpg,,,,,,,,,
1 cm Sound Head Applicator,1 cm2 Sound Head Applicator * Optional Accessorie for the following items:  CHAT2782  CHAT2738K  CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27381,313.73,570.42,Electrotherapy,Ultrasound Units & Accessories,0,0,chat27381.jpg,1188,9,7,5,,,,,,,,,,
2 cm Sound Head Applicator,2 cm2 Sound Head Applicator * Optional Accessorie for the following items: CHAT2782  CHAT2738K  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27382,313.73,570.42,Electrotherapy,Ultrasound Units & Accessories,0,0,CHAT27382.jpg,1188,9,7,5,,,,,,,,,,
5 cm Sound Head Applicator,5 cm2 Sound Head Applicator * Standard Accessorie for CHAT2738K *,CHAT27383,313.73,570.42,Electrotherapy,Ultrasound Units & Accessories,0,0,chat27383.jpg,1188,9,7,5,,,,,,,,,,
10 cm Sound Head Applicator,10 cm2 Sound Head Applicator * Optional Accessorie for the following items: CHAT2782  CHAT2738K  CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27384,313.73,570.42,Electrotherapy,Ultrasound Units & Accessories,0,0,chat27384.jpg,1188,9,7,5,,,,,,,,,,
Patient Data Cards for TX Pk/25,Patient Data Cards * Can be used with the Intelect Legend XT System # 2763  2786K  2760K and the 2788K. * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K  CHAT4759  *,CHAT27465,95.01,172.75,Traction,Traction Kits & Accessories,0,0,chat4759.jpg,1188,0,0,0,,,,,,,,,,
Intelect Transport Carry Bag,Intelect Transport Carry Bag * Optional Accesorie for the following items: CHAT2783  CHAT2920  CHAT2738K*,CHAT27467,122.91,223.48,Electrotherapy,Electrodes & Accessories,0,0,chat27467.jpg,1188,9,7,5,,,,,,,,,,
Patient Interrupt Switch,Patient Interrupt Switch * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27469,48,87.27,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat27469.jpg,1188,9,7,5,,,,,,,,,,
Intelect Transport Nickel Battery Pack,Intelect Transport Nickel * Optional Accessory for the following items: CHAT2783  CHAT2920  CHAT2782  CHAT2738K *,CHAT27478,321.34,584.26,Electrotherapy,Electrodes & Accessories,0,0,chat27478.jpg,1188,9,7,5,,,,,,,,,,
Operator Remote Channel 1 & 2,Operator Remote Channels 1 & 2 * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT27508,99.74,181.35,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat27508.jpg,1188,9,7,5,,,,,,,,,,
Intelect Legend XT System 2-Channel Combination,2-Channel Combination * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2760K,3262.36,5931.56,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2763.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System 2-Channel Electrotherapy,2-Channel Electrotherapy * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six  clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2763,2281.53,4148.23,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2763.jpg,1188,0,0,0,,,,,,,,,,
Battery Module,Battery Module * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT2767,585.26,1064.1,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2767.jpg,1188,9,7,5,,,,,,,,,,
Intelect Legend XT Cart Only Assembled,Cart includes 6 interchangeable drawers * Therapy Cart *,CHAT2780,433.56,788.29,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2780.jpg,1188,0,0,0,,,,,,,,,,
Therapy Cart (Assembled),Therapy Cart (assembled) * Optional Accesorie for the following items: CHAT2783  CHAT2920  CHAT2782  CHAT2738K  CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT2780ASY,433.56,788.29,Electrotherapy,Electrodes & Accessories,0,0,chat2780asy.jpg,1188,9,7,5,,,,,,,,,,
Channel 3 & 4 Electrotherapy Mode,Channel 3 & 4 Electrotherapy Mode * Optional Accesorie for the following items: CHAT2763  CHAT2786K  CHAT2760K  CHAT2788K  CHAT2793K  CHAT2797K  CHAT2791K  CHAT2795K *,CHAT2781,902.83,1641.51,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2781.jpg,1188,9,7,5,,,,,,,,,,
Intelect Transport Ultrasound With 5cm Transducer,Intelect© Transport Ultrasound * Fully functional 1 and 3.3 MHz frequencies * Ten new user-defined memory positions for User Protocols * Pulsed and continuous therapy operation (10%  20%  50% and 100%) * Beam Nonuniformity Ration (BNR)5:1Maximum * 110V or battery powered option * New  ergonomically designed applicators in variety of sizes (1cm2  2cm2  5cm2 and 10cm2) *  Applicators are interchangeable with Electronic Signature residing on all transducers * Head warming function on all applicators,CHAT2782,1407.29,2558.7,Electrotherapy,Ultrasound Units & Accessories,0,0,chat2782.jpg,1188,0,0,0,,,,,,,,,,
Intelect Transport Stimulator 2-Channel,* 2 channels of electrical stimulation output * Logical control system and a large easy-to-read graphical LCD display * 4 standard waveforms on board: Interferential  Premodulated  High Volt  and Russian * Ten user-defined memory positions for User Protocols * Independently intensity and parameter controls for each channel * Unit uniquely designed for tabletop  wall mount  therapy cart or mobile use * 110V or battery-powered option * Optional Therapy Cart integrates with the unit to maximize storage of clinical supplies * Two-year warranty,CHAT2783,1919.03,3489.14,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2783.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System 4-Channel Electrotherapy,4-Channel Electrotherapy * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six  clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2786K,2878.54,5233.71,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2763.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System 4-Channel Combination,4-Channel Combination * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2788K,3816.74,6939.53,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2763.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System & Cart 2-Channel Combination,INTELECT LEGEND XT SYSTEM WITH CART * 2-Channel Combination * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2791K,3646.17,6629.4,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2793k.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System & Cart 2-Channel Electrotherapy,INTELECT LEGEND XT SYSTEM WITH CART * 2-Channel Electrotherapy * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2793K,2665.33,4846.05,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2793k.jpg,1188,0,0,0,,,,,,,,,,
Intelect Legend XT System & Cart  4-Channel Combination,INTELECT LEGEND XT SYSTEM WITH CART * 4-Channel Combination * Easy-to-add modularity allows the addition of two additional channels of electrotherapy  light therapy or a battery module * High contrast 5  (13 cm) FSTN LCD monochromatic user interface * Two independent electrotherapy channels  expandable to four independent channels * Multiple waveform electrotherapy-six clinical waveforms: Interferential  Premodulated  High Volt  Russian  Symmetrical Biphasic and Microcurrent * Documentation of treatment data with Patient Data Cards * User defined protocols for your specific needs * Dual frequency ultrasound at 1 or 3.3 MHz * Pulsed or continous duty cycles (10%  20%  50% & 100%) * 4 Ergonomically designed soundhead applicator sizes: 1 cm2  2 cm2  5 cm2 & 10 cm2 * Watertight soundheads for use in underwater therapy * Optional Operator Remotes allow treatment stop  start and pause  as well as change in amplitude at any time during a treatment session * Each remote is color-coded for designation between channels *,CHAT2795K,4179.23,7598.6,Electrotherapy,Comb. Ultrasound & Muscle Stim,0,0,chat2793k.jpg,1188,0,0,0,,,,,,,,,,
