Shoulder Immobilizer Male Small 24 -30,MALE * Small  fits chest circum. 24 -30  * 6  wide elastic chest band with web straps * One humorous cuff  one forearm cuff with hook and loop closure * Female support is contoured in front for proper anatomical fit * Fits left or right arm * HCPCS Suggested Code: A4565,2500MSM,13.54,24.63,Orthopedic Care,Shoulder Immobilizers/Supports,0.34,2,2500MSM.jpg,1314,8,5,2,,,,,,,,,,
Shoulder Immobilizer Male X-Large  42 -48,MALE * X-Large  fits chest circum. 42 -48  * 6  wide elastic chest band with web straps * One humorous cuff  one forearm cuff with hook and loop closure * Female support is contoured in front for proper anatomical fit * Fits left or right arm * HCPCS Suggested Code: A4565,2500MXL,13.54,24.63,Orthopedic Care,Shoulder Immobilizers/Supports,0.46,1,2500MSM.jpg,1314,8,5,2,,,,,,,,,,
Thermophore Classic Plus Large 14  x 27,Includes a 3-layer Moisture-Plus cover * Hotter and more effective than most other heating pads * Produces intense moist heat without adding water * Fast-acting therapy relieves pain and stiffness for hours,2501C,72.6,132.02,Hot & Cold Therapy,Heating Pads/Accessories,5,1,2501c.jpg,1079,17,10,4,2501c.jpg,2501c-1.jpg,,,,,,,,
TheraBand Exercise Mat Blue 24 x75 x0.6   (Mfgr #25053),BLUE * 24  x 75  x 0.6  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long *,25050,98.02,178.22,Exercise & Physical Therapy,Exercise Mats,2.2,1,25050.jpg,1132,8,8,24,,,,,,,,,,
TheraBand Exercise Mat Green 24 x75 x0.6,GREEN * 24  x 75  x 0.6  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long *,25051,93.48,169.96,Exercise & Physical Therapy,Exercise Mats,2.2,0,25050.jpg,1132,8,8,24,,,,,,,,,,
TheraBand Exercise Mat Blue 24 x75 x1,BLUE * 24  x 75  x 1  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long *Shipping Carton Size: 34 L x 24 W x 12 H,25060,140.42,255.31,Exercise & Physical Therapy,Exercise Mats,10,0,25050.jpg,1132,34,24,12,,,,,,,,,,
TheraBand Exercise Mat Green 24 x75 x1,GREEN * 24  x 75  x 1  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long *Shipping Carton Size: 34 L x 24 W x 12 H,25061,147.46,268.11,Exercise & Physical Therapy,Exercise Mats,2.6,0,25050.jpg,1132,10,10,24,,,,,,,,,,
TheraBand Exercise Mat Blue 40 x75 x0.6  (Mfgr#25073),BLUE * 40  x 75  x 0.6  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long * Shipping Carton Size: 42 L x 12 W x 10 H,25070,159.43,289.87,Exercise & Physical Therapy,Exercise Mats,2.95,1,25050.jpg,1132,8,8,40,,,,,,,,,,
TheraBand Exercise Mat Green 40 x75 x0.6,GREEN * 40  x 75  x 0.6  * Provides maximum cushioned support for comfortable floor exercises and to help protect against injury  * Made of high-density polyethelene  a lightweight and non-PVC  fabric-like material  it is waterproof  wear resistant and designed for repetitive use by physical * therapists and in fitness clubs * Washable with soap and water and easy-to-care-for * Includes pre-drilled hanging holes and two elastic straps for easy storage options * 9 varieties  all 75  long *,25071,145.44,264.44,Exercise & Physical Therapy,Exercise Mats,4.3,0,25050.jpg,1132,8,8,40,,,,,,,,,,
Pill Crusher Metal,Pill Crusher * For home or professional use * Makes pills easy to swallow * Crushes pills to tiny pieces * Made of heavy chromed die cast zinc * Uses two 0.75 oz souffle cups *,2534,93.24,169.53,Aids to Daily Living,Pill Aids,2.9,14,2534.jpg,1198,10,4,4,,,,,,,,,,
Souffle Cups for #2534 Pill Crusher (Pk/250),Paper Souffle Cups Pk/250 * 3/4 oz.,2535,11.51,20.92,Aids to Daily Living,Pill Aids,0.55,11,2535.jpg,1198,14,12,8,,,,,,,,,,
Pill Organizer Pop-Up Weekly,Contains 7 individual  removable pill organizers each with 4 divided compartments: Morn  Noon  Eve  and Bed * Double lock compartment closures ensure pills stay put * Spring-loaded action,2539,5.89,10.71,Aids to Daily Living,Pill Aids,0.4,38,2539.jpg,1928,4,2,9,,,,,,,,,,
Medical Identification Jewelry-Bracelet- Diabetic,BRACELET * Reads diabetic * Stainless steel medical identification jewelry * Bracelet: 8 1/2  Long *  Engraved Symbol *,2542BM,10.72,19.48,Aids to Daily Living,Identification Jewelry,0.1,11,2542BM.jpg,1061,0,0,0,,,,,,,,,,
Medical Identification Jewelry-Necklace- Diabetic,NECKLACE * Reads Diabetic * Stainless steel medical identification jewelry *  Necklace: 24  Long * Engraved Symbol *,2542BN,10.77,19.58,Aids to Daily Living,Identification Jewelry,0.04,0,2542Bn.jpg,1061,0,0,0,,,,,,,,,,
Medical Identification Jewelry-Bracelet- Heart,Reads heart * Stainless steel medical identification jewelry * Bracelet: 8 1/2  Long *  Engraved Symbol *,2542CM,10.94,19.89,Aids to Daily Living,Identification Jewelry,0.04,14,2542bm.jpg,1061,0,0,0,,,,,,,,,,
Medical Identification Jewelry-Necklace- Heart,Reads heart * Stainless steel medical identification jewelry * Necklace: 24  Long * Engraved Symbol *,2542CN,10.95,19.91,Aids to Daily Living,Identification Jewelry,0.6,71,2542bn.jpg,1061,0,0,0,,,,,,,,,,
Medical Identification Jewelry-Bracelet- Penicillin,Reads Penicillin * Stainless steel medical identification jewelry * Bracelet: 8 1/2  Long * * Engraved Symbol *,2542DM,11.65,21.17,Aids to Daily Living,Identification Jewelry,0.04,12,2542bm.jpg,1061,0,0,0,,,,,,,,,,
Medical Identification Jewelry-Necklace- Penicillin,Reads Penicillin * Stainless steel medical identification jewelry *  Necklace: 24  Long * Engraved Symbol *,2542DN,10.88,19.78,Aids to Daily Living,Identification Jewelry,0.04,3,2542bn.jpg,1061,8,6,4,,,,,,,,,,
Medical Identification Jewelry-Bracelet- Blank,Blank bracelet * Stainless steel medical identification jewelry * Bracelet: 8 1/2  Long *,2542FM,11.25,20.46,Aids to Daily Living,Identification Jewelry,0.1,24,2542bM.jpg,1061,8,6,4,,,,,,,,,,
Medical Identification Jewelry-Necklace- Blank,Blank necklace * Stainless steel medical identification jewelry * Necklace: 24  Long * Engraved Symbol *,2542FN,10.82,19.67,Aids to Daily Living,Identification Jewelry,0.04,32,2542bn.jpg,1061,0,0,0,,,,,,,,,,
AllerMates Dog Tags Soy Cool Soy Allergy,Help identify and safeguard kids with allergies and give parents and caregivers some peace of mind *,2554H,6.78,12.32,Aids to Daily Living,Identification Jewelry,0,1,2554h.jpg,1930,0,0,0,2554h.jpg,,,,,,,,,
Soft Weights Set  Assorted 6 pc. Set (Mfgr#25801),A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications * Shipping Carton Size: 16 L x 14 W x 12 H,25800,129.49,235.44,Exercise & Physical Therapy,Exercise Balls,24.55,0,25800.jpg,1132,14,10,6,,,,,,,,,,
Theraband Soft Weights Tan 1.1# / 0.5 kg.(Mfr#25811),A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications * Shipping Carton Size: 12 L x 10 W x 6 H,25810,17.47,31.77,Exercise & Physical Therapy,Exercise Balls,1.3,5,25800.jpg,1132,5,5,5,,,,,,,,,,
Theraband Soft Weights Yellow 2.2#/1.0 kg(Mfr#25821),A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications * Shipping Carton Size: 12 L x 10 W x 6 H,25820,18.93,34.41,Exercise & Physical Therapy,Exercise Balls,2.35,5,25800.jpg,1132,5,5,5,,,,,,,,,,
Theraband Soft Weights Red 3.3#/1.5 kg.(Mfr#25831),A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications *Shipping Carton Size: 12 L x 10 W x 6 H,25830,21.4,38.91,Exercise & Physical Therapy,Exercise Balls,3.4,0,25800.jpg,1132,5,5,5,,,,,,,,,,
Theraband Soft Weights Green 4.4 #/2.0 kg.(Mfr#25841),A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications * Shipping Carton Size: 12 L x 10 W x 6 H,25840,24.25,44.09,Exercise & Physical Therapy,Exercise Balls,4.55,5,25800.jpg,1132,5,5,5,,,,,,,,,,
Theraband Soft Weights Blue 5.5 lb./2.5 kg.(Mfr#25851,A smart alternative to conventional weights these one-size (4.5 )balls are available in 6 different weights * Easy-to-grip soft shapes are ideal for home or gym use * Includes guide that demonstrates proper exercises for a variety of applications * Shipping Carton Size: 12 L x 10 W x 6 H,25850,26.84,48.79,Exercise & Physical Therapy,Exercise Balls,5.55,3,25800.jpg,1132,5,5,5,,,,,,,,,,
Comfort Fit Ankle & Wrist Weight Set  Red  2lb,Neoprene exterior with adjustable strap and soft terrycloth interior * Retail packaged - ideal for at-home use * Reflective trim * Safety instructions included *,25870,20.06,36.47,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,2.05,0,25870.jpg,1132,3,3,6,,,,,,,,,,
Comfort Fit Ankle & Wrist Weight Set  Green  3lb,Neoprene exterior with adjustable strap and soft terrycloth interior * Retail packaged - ideal for at-home use * Reflective trim * Safety instructions included *,25871,24.81,45.1,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,3.1,0,25870.jpg,1132,3,3,6,,,,,,,,,,
Comfort Fit Ankle & Wrist Weight Set  Blue  5lb,Neoprene exterior with adjustable strap and soft terrycloth interior * Retail packaged - ideal for at-home use * Reflective trim * Safety instructions included *,25872,32.58,59.24,Exercise & Physical Therapy,Wrist & Ankle Cuffed Weights,5.1,3,25870.jpg,1132,4,4,7,,,,,,,,,,
Bariatric Digital Chair Scale,Motion sensing weighing technology * Large 1  LCD display  * Reweigh  LB/KG  On/Off buttons * Low battery Indicator and Auto-Off  features * Movable arms for easy access  sanitary cushioned seat  * Folding foot rest and side arms for patient comfort during weighing  * 6 C-cell batteries (not included) & 120V AC adapter power supply (included) (2595KL)  * Heavy-duty wheels for mobility * 3 Year Warranty (2595KL)  * Weight Capacity: 600 Lbs *,2595KL,1615.66,2937.56,Scales,Specialty Scales,101,0,2595kl.jpg,1275,9,7,5,,,,,,,,,,
Thera-Band Hand Exercise Ball XL-Black  Extra-Firm,TheraBand© Hand Exercisers are specially formulated exercisers provided in a progressive sequence of five translucent colors and in two sizes  *They're used for hand  finger and forearm strengthening  as well as hot and cold therapy  *Progressive resistance in different levels of compression allow each exercise to be geared to the patient  *Use the standard size hand exerciser for smaller hands and the extra large size for larger hands or for people who have limited hand mobility  *Place a Hand Exerciser into the microwave or refrigerator for hot or cold use  *Lbs of Force at 50% Compression: 17 lbs  *Black XL,26063,16.21,29.47,Exercise & Physical Therapy,Hand/Wrist Exercise Products,0.23,0,26063.jpg,1132,4,7,2,,,,,,,,,,
Overbed Table Non-Tilt w/Chrome Finish (30 x15 ),Non Tilt * Easily assembled * Swivel ball bearing casters * 30  Wood grain laminated top (30 w x 15 d) *  H  base with brown painted finish * Infinite height adjustment from 27  to 42  * Supports up to 25 lbs. in lowest position * HCPCS Code: E0274 *,2607,74.53,135.51,Beds & Accessories,Overbed Tables,24.2,0,2607.jpg,1304,18,4,32,2607.jpg,,,,,,,,,
Replacement Column only for 2607L or R Table on Lift Chair,,2607C,74.89,136.17,Beds & Accessories,Overbed Tables,7,0,,1034,0,0,0,,,,,,,,,,
Table (EZ) for Lift Chair Left Side,Left Side * Dimentions of table top: 15 W x 30 L* The EZ TableTM is a natural companion for older adults  people who own lift chairs  and anyone who uses their living area to eat  write  or do crafts * The EZ TableTM will appeal to any customer who is looking for extra convenience and added utility * Requires no attachment to chair or couch * Has infinite height adjustment between 23 1/2 and 33  * Pivots 360 degree * Provides remarkable stability with its unique base design * Fits any standard recliner  lift chair or couch * Can be used for many different household activities such as eating  writing  games  crafts  etc. * Has a built-in magazine rack * Comes with an easy-to-clean  scratch resistant surface * Is attractively designed to fit almost any decor * Replaces unstable TV trays and tables * Includes a full one-year warranty *shipping weight :43lbs* can ship UPS.,2607L,186.91,339.84,Beds & Accessories,Overbed Tables,43,0,2607r.jpg,1034,0,0,0,,,,,,,,,,
Table (EZ) for Lift Chair Right Side,Right Side * table Top Dimentions 15 W x 30 L* The EZ TableTM is a natural companion for older adults  people who own lift chairs  and anyone who uses their living area to eat  write  or do crafts * The EZ TableTM will appeal to any customer who is looking for extra convenience and added utility * Requires no attachment to chair or couch * Has infinite height adjustment between 23 1/2 and 33  * Pivots 360 degree * Provides remarkable stability with its unique base design * Fits any standard recliner  lift chair or couch * Can be used for many different household activities such as eating  writing  games  crafts  etc. * Has a built-in magazine rack * Comes with an easy-to-clean  scratch resistant surface * Is attractively designed to fit almost any decor * Replaces unstable TV trays and tables * Includes a full one-year warranty *shipping weight is 43lbs. can ship UPS,2607R,186.91,339.84,Beds & Accessories,Overbed Tables,43,0,2607r.jpg,1034,0,0,0,,,,,,,,,,
Overbed Table - Tilt Top Economical,Easily assembled * Walnut  wood grain laminated top * Top can be tilted in infinite number of settings * Top can be raised or lowered in infinite settings: 30  to 47  H * Chrome-plated steel with  H  base  provides secuity and stability * Table top is locked securely when height adjustment handle is released * Swivel casters allow for easy  maneuverability * Limited Lifetime Warranty *,2609A,82.09,149.26,Beds & Accessories,Overbed Tables,24.24,0,2609A.jpg,1209,34,20,5,2609A.jpg,2609A-1.jpg,2609A-2.jpg,,,,,,,
Flexbar Exercise Bar Red,Red  1 1/2  Dia. (10Lb. Force) * Used for wrist  forearm and hand rehabilitation  upper extremity stabilization  neuromuscular re-education  massage therapy  sports grip strengthening * Made from natural rubber *,26100,19.23,34.96,Exercise & Physical Therapy,Hand/Wrist Exercise Products,0.7,7,26100.jpg,1132,12,2,2,,,,,,,,,,
Flexbar Exercise Bar Green,Green  1 3/4  Dia. (15Lb. Force) * Used for wrist  forearm and hand rehabilitation  upper extremity stabilization  neuromuscular re-education  massage therapy  sports grip strengthening * Made from natural rubber * Shipping Carton Size: 12 L x 10 W x 6 H,26101,23.03,41.87,Exercise & Physical Therapy,Hand/Wrist Exercise Products,1,1,26101.jpg,1132,12,10,6,,,,,,,,,,
Flexbar Exercise Bar Blue,Blue  2  Dia. (25 Lb. Force) * Used for wrist  forearm and hand rehabilitation  upper extremity stabilization  neuromuscular re-education  massage therapy  sports grip strengthening * Made from natural rubber *,26102,28.27,51.4,Exercise & Physical Therapy,Hand/Wrist Exercise Products,1.22,13,26101.jpg,1132,12,2,2,,,,,,,,,,
Flexbar Exercise Bar Yellow,Thera-Band© FlexBar© is a flexible  durable resistance device with a ridged surface for enhanced grip during use *  It is used to improve grip strength and upper extremity stabilization by bending  twisting  or oscillation movement * It has been research-proven effective for Tennis Elbow  offering a cost-effective treatment that requires no injection or expensive equipment * Thera-Band FlexBar is 12  long and is made from dry natural rubber in 4 progressive resistance levels to match user capability. The Yellow Thera-Band FlexBar takes 6 lb. of force to bend to a u-shape *,26107,19.48,35.42,Exercise & Physical Therapy,Hand/Wrist Exercise Products,0.7,7,26107.jpg,1132,12,1,1,,,,,,,,,,
Overbed Table - Non Tilt Economical,Tabletop: 30 W x 15 D * Height Adjustment: 30  to 47  * Walnut  wood grain laminated top * Table top can be raised or lowered in  infinite positions * Chrome-plated steel ( H ) base provides security and stability * Table top is locked securely when height is released * Swivel casters allow for easy maneuverability * Limited Lifetime Warranty *,2612,56.09,101.98,Beds & Accessories,Overbed Tables,25,30,2612.jpg,1209,31,18,3,2612.jpg,2612-1.jpg,2612-2.jpg,,,,,,,
Overbed Table Pivot and Tilt Multi-Position,No assembly required * The mast of the table pivots and can be locked in onof the 3 positions from flat on the floor to 90 degrees * The pivot feature allows the table top to be positioned closer to individuals in a bed  sitting in a wheelchair or folded for storage * The table top tilts with the angle of the mast * 4(ea) 2  casters (2 locking) * Color: grey table top  black frame * Dimensions: Table top 23.5  W x 15.75  D  Height adjusts: 28  - 37  * Base measures 25  x 25  * Limited Lifetime Warranty,2613,108,196.36,Beds & Accessories,Overbed Tables,23.2,1,2613.jpg,1209,31,28,5,2613.jpg,2613-1.jpg,,,,,,,,
TheraBand Foot Roller  Green 1.5  Dia w/.5  Center  Each,Made of supple natural rubber - slip resistant and won't scratch floors * Easily cleaned with a disinfectant spray * Ridged design increases pressure points to deliver enhanced foot massage * Hollow core helps match the foot's contour creating a snug  custom feel * Can be chilled or frozen - cooling prior to use aids in reducing inflammation * Packaged for resale - full color consumer packaging enhances provider sell-through * Complete with instructions - includes instructions for Foot Massage and Big Toe Stretch * Small and lightweight - portable and travel friendly * Includes a Biofreeze sample,26150,12.44,22.62,Exercise & Physical Therapy,Thera-Band Accessories,0.3,6,26150.jpg,1132,6,2,2,,,,,,,,,,
Shoehorn Telescopic,The Telescopic Shoehorn can adjust from 12  to 30  in length * Ideal for packing in your suitcase or overnite bag * The angle of the shoehorn paddle can be adjusted for use while standing or sitting * Includes a convenient wrist strap *,2617,23.47,42.68,Aids to Daily Living,Dressing Aids,0.1,5,2617.jpg,1518,4,2,14,,,,,,,,,,
Tape Cutter  Nylon Handle  Compact Size 6.25,Zip-Cut Tape Cutter. * Lightweight and compact size cuts through tape quickly Nylon handle Replaceable blades Length 6.25 . *,262500,6.39,11.62,Wound Care,Athletic Sports Tape/Kinesio,0,0,262500.jpg,2032,6,0,0,262500.jpg,,,,,,,,,
Talking Scale  Regular Size 330 LB / 150 KG,Low-profile platform design for comfort & stability * Top is constructed with heavy duty tempered glass * Easy to hear female voice * Extra large LCD display * Tap on & auto off functions * Weight Capacity 330 LB / 150 KG * 12.20  X 8.26  * Battery Type: AAA(2) *,2633A,25.03,45.51,Scales,Specialty Scales,3.58,18,2633A.jpg,1928,14,10,2,2633A.jpg,2633A-1.jpg,,,,,,,,
Talking X-Wide Glass Scale 550# Wt. Cap.,*15  Extra Wide Platform* 550lb weight capacity * 2 person memory feature * Pleasant & easy to hear voice * Extra large  stable weighing platform * Tap on and auto off functions * Large LCD display * Low battery indicator * Requires a 9-volt battery (Not included) *,2637,37.89,68.88,Scales,Specialty Scales,7,30,2637.jpg,1928,15,12,3,2637.jpg,,,,,,,,,
Analog Scale 400 Lb Capacity,Raised dial with large easy-to-read face * Baked enamel white * Platform oversize and comfortable with non-slip mat * Platform Dimensions: 18.5  x 11 1/2  * Weight capacity: 400 Lbs x 1 Lb (Needle goes around 1 1/4 times ) * 1 Year WarrantyShipping Carton Size: 22 L x 16 W x 10 H *,2654,140.64,255.71,Physician Supplies,Scales - Bathroom,11.1,0,2654.jpg,1275,17,15,22,,,,,,,,,,
Dia-Pak Deluxe Organizer,Deluxe - 2 Week Supply * Since 1989  Dia-Pak© has been the product of choice to keep your insulin and related supplies organized and portable * Constructed of durable nylon  the Dia-Pak© Deluxe organzies up to a 2-week supply of all your required diabetic supplies in a variety of pockets and storage compartments * Constructed of durable nylon  the Dia-Pak© Classic organzies up to a 1-week supply of all your required diabetic supplies in a variety of pockets and storage compartments * Includes a cold Gel-pack keeps your insulin cool for hours & is easily refrigerated * Water resistant and extremely durable  the Dia-Pak Deluxe will give you years of service * Holds everything-all in one place * Organizes up to a 1or 2 week supply depending on the Dia-Pak you choose* Durable nylon construction * Contents not included,2660,30.54,55.53,Diabetes Care,Glucometers/Accessories,0,9,2660.jpg,1170,0,0,0,,,,,,,,,,
Wright Pre-Filled Syringe Case (Contains 2 syringes),Set of 2 * The Wright Prefilled Syringe Case makes transportation of prefilled syringes as simple as carrying a fountain pen * Designed to fit in a pocket or purse  the Wright Prefilled Syringe case holds most E-Z JECT  B-D  PharmaPlast and TERUMO syringes (not compatible with Monoject syringes). The interior is designed to safely hold the syringe plunger in  your  preset position with the approximate dosage * The kit comes with one black and one white case  constructed of impact resistant polypropylene *,2661,18.06,32.83,Diabetes Care,Glucometers/Accessories,0,2,2661.jpg,1170,0,0,0,,,,,,,,,,
Dia-Pak DayMate  Black,* The most compact way to organize and carry insulin pens  bottles or pre-drawn syringes * A refreezable gel pack provides cooling for enhanced protection (included) * Can be carried by hand  in your purse or a briefcase * Durable nylon - hand washable * Easy-view mesh pockets * Holds swabs & pen needles  * Dimensions: 6.5  x 8  x 1  * Contents not included,2662A,18.31,33.29,Diabetes Care,Glucometers/Accessories,0,3,2662A.jpg,1170,0,0,0,,,,,,,,,,
